xpath,2009v1.0,2009v1.1,2009v1.2,2009v1.3,2009v1.4,2009v1.7,2010v3.2,2010v3.4,2010v3.6,2010v3.7,2011v1.2,2011v1.3,2011v1.4,2011v1.5,2012v2.0,2012v2.1,2012v2.2,2012v2.3,2012v3.0,2013v3.0,2013v3.1,2013v4.0,2014v5.0,2014v6.0,2015v2.0,2015v2.1
/RETURN/RETURNDATA/IRS990/FOREIGNGRANTSGRP/TOTALAMT,,,,,,,,,,,,,,,,,,,,X 13512,X 133136,X 84369,X 219276,X 107249,X 160095,X 117511
/RETURN/RETURNDATA/IRS990/FOREIGNGRANTS/PROGRAMSERVICES,,X 2,X 618,X 289,X 59,X 762,X 2265,X 4407,X 16,X 713,X 11728,X 414,,X 2974,X 11015,X 10352,X 629,X 2837,X 130,,,,,,,
/RETURN/RETURNDATA/IRS990/FOREIGNGRANTS/TOTAL,,X 2,X 646,X 936,X 671,X 6820,X 28130,X 11267,X 16,X 6464,X 63381,X 4888,,X 34856,X 104362,X 25141,X 23485,X 15692,X 834,,,,,,,
/RETURN/RETURNDATA/IRS990/FOREIGNOFFICE,X 17,X 87,X 1865,X 3484,X 2984,X 25369,X 62199,X 87937,X 1286,X 14969,X 265265,X 6362,X 3,X 102497,X 154947,X 351579,X 25688,X 84300,X 3242,,,,,,,
/RETURN/RETURNDATA/IRS990/FOREIGNOFFICEIND,,,,,,,,,,,,,,,,,,,,X 209304,X 333316,X 317921,X 813798,X 414811,X 162142,X 878211
/RETURN/RETURNDATA/IRS990/FORM1098CFILED,X 3,X 87,X 910,X 785,X 616,X 6401,X 26331,X 14336,X 256,X 2774,X 64551,X 772,X 3,X 27457,X 80704,X 44538,X 8603,X 17385,X 729,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM1098CFILEDIND,,,,,,,,,,,,,,,,,,,,X 12252,X 123844,X 73878,X 202978,X 95461,X 122073,X 139620
/RETURN/RETURNDATA/IRS990/FORM720FILED,,,,,,,X 24823,X 564,,X 224,X 36915,X 9,,X 22141,X 209,X 138,X 891,X 28,,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM720FILEDIND,,,,,,,,,,,,,,,,,,,,X 28,X 2644,X 570,X 3544,X 618,X 12,X 4932
/RETURN/RETURNDATA/IRS990/FORM8282FILEDCNT,,,,,,,,,,,,,,,,,,,,X 1276,X 64644,X 40402,X 99012,X 52460,X 121974,X 1840
/RETURN/RETURNDATA/IRS990/FORM8282PROPERTYDISPOSEDOF,X 9,X 87,X 1301,X 2758,X 2652,X 20923,X 46992,X 69865,X 442,X 9424,X 192587,X 3584,,X 81145,X 124318,X 266964,X 18415,X 40039,X 2420,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM8282PROPERTYDISPOSEDOFIND,,,,,,,,,,,,,,,,,,,,X 166436,X 205256,X 250786,X 554176,X 325482,X 123507,X 584493
/RETURN/RETURNDATA/IRS990/FORM8886TFILED,X 2,X 87,X 185,X 590,X 84,X 3252,X 25893,X 904,,X 224,X 38324,,,X 22144,X 57,X 1226,X 2762,X 48,X 22,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM8886TFILEDIND,,,,,,,,,,,,,,,,,,,,X 28,X 4388,X 1032,X 6157,X 1372,X 14,X 7957
/RETURN/RETURNDATA/IRS990/FORM8899FILED,X 4,X 87,X 904,X 777,X 629,X 6307,X 26383,X 14382,X 254,X 2594,X 64489,X 302,,X 27010,X 80658,X 43817,X 8599,X 17060,X 729,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM8899FILEDIND,,,,,,,,,,,,,,,,,,,,X 12444,X 123884,X 73072,X 202725,X 94356,X 122073,X 139313
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/AVERAGEHOURSPERWEEK,G 232,G 12,G 725,G 343,G 268,G 7238,G 1052,G 863416,G 4,G 120624,G 1406340,G 3,G 11,G 537458,G 221154,G 1385131,G 68517,G 266674,G 8029,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/AVERAGEHOURSPERWEEKRELATED,,,,,,,,,,,,,,,G 353302,G 180409,G 10665,G 43556,G 2552,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/FORMER,G 4,G 4,G 414,G 4,G 426,G 91,G 838,G 3741,G 32,G 1515,G 7,G 356,,G 33,G 2005,G 3236,G 219,G 1988,G 56,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/AVERAGEHOURSPERWEEKRLTDORGRT,,,,,,,,,,,,,,,,,,,,G 114467,G 351940,G 300821,G 559683,G 364752,G 247112,G 346650
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/AVERAGEHOURSPERWEEKRT,,,,,,,,,,,,,,,,,,,,G 723626,G 782662,G 909589,G 1601701,G 968055,G 247486,G 1440606
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/BUSINESSNAME/BUSINESSNAMELINE1,,,,,,,,,,,,,,,,,,,,G 98,G 3987,G 1553,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/BUSINESSNAME/BUSINESSNAMELINE1TXT,,,,,,,,,,,,,,,,,,,,,,,G 15900,G 20930,G 72,G 20731
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/BUSINESSNAME/BUSINESSNAMELINE2,,,,,,,,,,,,,,,,,,,,G 45,G 1267,G 371,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/BUSINESSNAME/BUSINESSNAMELINE2TXT,,,,,,,,,,,,,,,,,,,,,,,G 1144,G 219,G 15,G 835
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/FORMEROFCRDIRECTORTRUSTEEIND,,,,,,,,,,,,,,,,,,,,G 1912,G 3118,G 8,G 5387,G 6343,G 536,G 4857
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/HIGHESTCOMPENSATEDEMPLOYEEIND,,,,,,,,,,,,,,,,,,,,G 21931,G 16762,G 47,G 41318,G 39998,G 3457,G 40774
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/INDIVIDUALTRUSTEEORDIRECTORIND,,,,,,,,,,,,,,,,,,,,G 605326,G 630161,G 753129,G 1364337,G 18373,G 199691,G 1242757
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/INSTITUTIONALTRUSTEEIND,,,,,,,,,,,,,,,,,,,,G 1960,G 2984,G 1922,G 5186,G 55,G 846,G 4551
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/KEYEMPLOYEEIND,,,,,,,,,,,,,,,,,,,,G 8963,G 15349,G 16038,G 25292,G 16666,G 2834,G 23457
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/OFFICERIND,,,,,,,,,,,,,,,,,,,,G 230669,G 304777,G 415,G 596372,G 310294,G 89245,G 549475
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/OTHERCOMPENSATIONAMT,,,,,,,,,,,,,,,,,,,,G 724142,G 805314,G 901216,G 1669055,G 989205,G 136452,G 897356
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/PERSONNM,,,,,,,,,,,,,,,,,,,,G 724062,G 842236,G 930401,G 858680,G 980082,G 247417,G 1523319
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/REPORTABLECOMPFROMORGAMT,,,,,,,,,,,,,,,,,,,,G 724143,G 810166,G 905314,G 1671720,G 990367,G 247743,G 1522240
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/REPORTABLECOMPFROMRLTDORGAMT,,,,,,,,,,,,,,,,,,,,G 724142,G 803255,G 21163,G 853331,G 22663,G 247743,G 1520581
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONAGRP/TITLETXT,,,,,,,,,,,,,,,,,,,,G 724095,G 836050,G 928176,G 1688551,G 997111,G 136325,G 908316
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/HIGHESTCOMPENSATEDEMPLOYEE,G 37,G 12,G 56,G 1792,G 2086,G 578,G 4501,G 22044,G 110,G 103,G 39746,G 3387,,G 25163,G 12653,G 47298,G 2213,G 9087,G 403,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/INDIVIDUALTRUSTEEORDIRECTOR,G 207,G 5,G 539,G 297,G 201,G 5516,G 703,G 747455,G 14,G 99497,G 1174133,G 3,G 5,G 442810,G 166919,G 1163866,G 54668,G 243456,G 6022,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/INSTITUTIONALTRUSTEE,,G 16,G 1,G 2,G 172,G 28,G 2453,G 2794,G 8,G 230,G 5242,G 262,,G 887,G 794,G 3574,G 392,G 620,G 10,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/KEYEMPLOYEE,G 37,G 22,G 1847,G 13,G 6,G 11412,G 16918,G 20853,G 28,G 3780,G 6134,G 2072,,G 9303,G 11941,G 19197,G 3292,G 3978,G 316,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/NAMEBUSINESS/BUSINESSNAMELINE1,,,G 73,G 351,G 37,G 3,G 130,G 451,G 54,G 922,G 3,G 60,,G 48,G 894,G 108,G 641,G 1308,G 1,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/NAMEBUSINESS/BUSINESSNAMELINE2,,,G 2,G 93,,G 579,G 1057,G 162,G 32,G 431,G 1802,G 2,,G 13,G 11,G 1059,G 12,G 588,G 1,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/NAMEPERSON,G 281,G 735,G 743,G 42734,G 45205,G 449184,G 113693,G 433154,G 7430,G 1488,G 2091,G 3,G 11,G 8634,G 494868,G 1421359,G 25001,G 235359,G 8163,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/OFFICER,G 58,G 10,G 7860,G 76,G 96,G 1817,G 9,G 1144,G 2486,G 35344,G 82998,G 13717,G 5,G 160339,G 157684,G 196832,G 26764,G 94765,G 2628,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/OTHERCOMPENSATION,G 281,G 735,G 28755,G 39240,G 281,G 444858,G 19,G 242,G 7484,G 125015,G 272495,G 41250,G 11,G 534022,G 472542,G 1405513,G 71022,G 281682,G 7966,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/REPORTABLECOMPFROMORGANIZATION,G 281,G 735,G 727,G 39451,G 45242,G 445245,G 110015,G 432596,G 7484,G 1480,G 2018,G 3,G 11,G 536714,G 473750,G 1408810,G 25174,G 217365,G 7975,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/REPORTABLECOMPFROMRELATEDORGS,G 281,G 735,G 727,G 38961,G 45228,G 443605,G 109589,G 431951,G 7484,G 1465,G 1991,G 3,G 11,G 8318,G 471767,G 1404040,G 25174,G 211762,G 7910,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PARTVIISECTIONA/TITLE,G 281,G 731,G 741,G 42793,G 45242,G 448371,G 113632,G 432558,G 7273,G 1415,G 2084,G 3,G 11,G 8619,G 495440,G 1415040,G 25141,G 232365,G 8155,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PROVIDEDTOGOVERNINGBODY,X 17,X 87,X 1865,X 3484,X 2984,X 25369,X 62199,X 87937,X 1286,X 14969,X 265265,X 6362,X 3,X 102497,X 154947,X 351579,X 25688,X 84300,X 3242,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990PROVIDEDTOGVRNBODYIND,,,,,,,,,,,,,,,,,,,,X 209304,X 333316,X 317921,X 813798,X 414811,X 162142,X 878211
/RETURN/RETURNDATA/IRS990/FORM990-TFILED,X 6,X 87,X 442,X 815,X 425,X 6998,X 28830,X 12517,X 106,X 2838,X 60182,X 1137,,X 34345,X 89879,X 43085,X 3468,X 9940,X 764,,,,,,,
/RETURN/RETURNDATA/IRS990/FORM990TFILEDIND,,,,,,,,,,,,,,,,,,,,X 26324,X 100332,X 76555,X 198352,X 103338,X 160126,X 90013
/RETURN/RETURNDATA/IRS990/FORMATIONYR,,,,,,,,,,,,,,,,,,,,X 208088,X 285620,X 298061,X 744667,X 390722,X 129690,X 827091
/RETURN/RETURNDATA/IRS990/FORMEROFCREMPLOYEESLISTEDIND,,,,,,,,,,,,,,,,,,,,X 209304,X 333316,X 317921,X 813798,X 414811,X 162142,X 878211
/RETURN/RETURNDATA/IRS990/FORMERSLISTED,X 17,X 87,X 1865,X 3484,X 2984,X 25369,X 62199,X 87937,X 1286,X 14969,X 265265,X 6362,X 3,X 102497,X 154947,X 351579,X 25688,X 84300,X 3242,,,,,,,
/RETURN/RETURNDATA/IRS990/FSAUDITED,X 17,X 87,X 1865,X 3484,X 2984,X 25369,X 62199,X 87937,X 1286,X 14969,X 265265,X 6362,X 3,X 102497,X 154947,X 351579,X 25688,X 84300,X 3242,,,,,,,
/RETURN/RETURNDATA/IRS990/FSAUDITEDBASIS/FINANCIALSTATEMENTBOTH,,,,,,,,,,,,,,,X 3381,X 12737,X 497,X 2003,X 108,,,,,,,
/RETURN/RETURNDATA/IRS990/FSAUDITEDBASIS/FINANCIALSTATEMENTCONSOLIDATED,,,,,,,,,,,,,,,X 9291,X 53681,X 1269,X 11352,X 447,,,,,,,
/RETURN/RETURNDATA/IRS990/FSAUDITEDBASIS/FINANCIALSTATEMENTSEPARATE,,,,,,,,,,,,,,,X 53551,X 135425,X 6778,X 28814,X 1013,,,,,,,
/RETURN/RETURNDATA/IRS990/FSAUDITEDBASISGRP/CONSOLANDSEPBASISFINCLSTMTIND,,,,,,,,,,,,,,,,,,,,X 7252,X 5596,X 11614,X 18608,X 15205,X 1523,X 20973
/RETURN/RETURNDATA/IRS990/FSAUDITEDBASISGRP/CONSOLIDATEDBASISFINCLSTMTIND,,,,,,,,,,,,,,,,,,,,X 29316,X 18600,X 54699,X 71755,X 71377,X 7288,X 83098
/RETURN/RETURNDATA/IRS990/FSAUDITEDBASISGRP/SEPARATEBASISFINCLSTMTIND,,,,,,,,,,,,,,,,,,,,X 81572,X 84772,X 135567,X 242213,X 175379,X 46401,X 252886
/RETURN/RETURNDATA/IRS990/FSAUDITEDIND,,,,,,,,,,,,,,,,,,,,X 209304,X 333316,X 317921,X 813798,X 414811,X 162142,X 878211
/RETURN/RETURNDATA/IRS990/FUNDRAISINGACTIVITIES,X 12,X 68,X 1401,X 3107,X 2732,X 21463,X 50352,X 79204,X 944,X 10872,X 225843,X 4923,,X 83622,X 115980,X 258127,X 20997,X 61225,X 2468,,,,,,,
/RETURN/RETURNDATA/IRS990/FUNDRAISINGACTIVITIESIND,,,,,,,,,,,,,,,,,,,,X 155972,X 256524,X 224565,X 614986,X 291857,X 118872,X 667561
/RETURN/RETURNDATA/IRS990/FUNDRAISINGACTIVITIESIND/@REFERENCEDOCUMENTID,,,,,,,,,,,,,,,,,,,,X 53332,X 76792,X 93356,X 198618,X 122869,X 43270,X 210289
/RETURN/RETURNDATA/IRS990/FUNDRAISINGACTIVITIESIND/@REFERENCEDOCUMENTNAME,,,,,,,,,,,,,,,,,,,,,X 9116,X 4416,X 14337,X 5948,,X 19199
/RETURN/RETURNDATA/IRS990/FUNDRAISINGACTIVITIESIND/#TEXT,,,,,,,,,,,,,,,,,,,,X 53332,X 76792,X 93356,X 198812,X 122954,X 43270,X 210650
/RETURN/RETURNDATA/IRS990/FUNDRAISINGACTIVITIES/@REFERENCEDOCUMENTID,X 5,X 19,X 464,X 377,X 252,X 3906,X 11847,X 8733,X 342,X 4097,X 39422,X 1439,X 3,X 18875,X 38967,X 93452,X 4691,X 23075,X 774,,,,,,,
/RETURN/RETURNDATA/IRS990/FUNDRAISINGACTIVITIES/@REFERENCEDOCUMENTNAME,,,,,,,X 2213,,,,X 5358,,,,X 9296,,,,X 51,,,,,,,
/RETURN/RETURNDATA/IRS990/FUNDRAISINGACTIVITIES/#TEXT,X 5,X 19,X 464,X 377,X 252,X 3906,X 11847,X 8733,X 342,X 4097,X 39422,X 1439,X 3,X 18875,X 38967,X 93452,X 4691,X 23075,X 774,,,,,,,
/RETURN/RETURNDATA/IRS990/FUNDRAISINGAMT,,,,,,,,,,,,,,,,,,,,X 40588,X 44212,X 66570,X 129393,X 88093,X 17568,X 148470
/RETURN/RETURNDATA/IRS990/FUNDRAISINGDIRECTEXPENSES,X 5,X 11,X 614,X 867,X 751,X 7039,X 13516,X 25171,X 252,X 3689,X 66442,X 1433,X 3,X 31661,X 40389,X 98975,X 5397,X 21841,X 779,,,,,,,
/RETURN/RETURNDATA/IRS990/FUNDRAISINGDIRECTEXPENSESAMT,,,,,,,,,,,,,,,,,,,,X 62340,X 72084,X 96812,X 205017,X 128978,X 42912,X 218123
/RETURN/RETURNDATA/IRS990/FUNDRAISINGEVENTS,X 4,X 15,X 1056,X 701,X 495,X 5117,X 9280,X 18695,X 172,X 2994,X 47072,X 1096,,X 21004,X 30672,X 61502,X 3871,X 11398,X 617,,,,,,,
/RETURN/RETURNDATA/IRS990/FUNDRAISINGGROSSINCOMEAMT,,,,,,,,,,,,,,,,,,,,X 62324,X 77936,X 100048,X 213912,X 133373,X 46150,X 226516
/RETURN/RETURNDATA/IRS990/FUNDSTOPAYPREMIUMS,X 9,X 87,X 1303,X 2678,X 1805,X 17818,X 43419,X 55795,X 444,X 9461,X 160815,X 3605,,X 71915,X 123859,X 196691,X 22767,X 40034,X 2075,,,,,,,
/RETURN/RETURNDATA/IRS990/GAINORLOSSGRP/OTHERAMT,,,,,,,,,,,,,,,,,,,,X 36560,X 32928,X 51524,X 103783,X 67590,X 12071,X 119834
/RETURN/RETURNDATA/IRS990/GAINORLOSSGRP/SECURITIESAMT,,,,,,,,,,,,,,,,,,,,X 62372,X 44372,X 79005,X 158790,X 103090,X 24971,X 177968
/RETURN/RETURNDATA/IRS990/GAINORLOSS/OTHER,X 4,X 4,X 1118,X 499,X 445,X 4841,X 7383,X 16526,X 174,X 2934,X 38104,X 1050,,X 16102,X 23541,X 51704,X 1114,X 12465,X 588,,,,,,,
/RETURN/RETURNDATA/IRS990/GAINORLOSS/SECURITIES,X 7,X 9,X 1114,X 688,X 731,X 7603,X 11078,X 25101,X 174,X 3941,X 55551,X 1912,,X 25652,X 31663,X 84903,X 1604,X 14878,X 690,,,,,,,
/RETURN/RETURNDATA/IRS990/GAMING,X 16,X 68,X 1781,X 3151,X 2844,X 21463,X 52848,X 81210,X 944,X 10872,X 236860,X 5186,,X 83622,X 126281,X 262918,X 24393,X 61225,X 2566,,,,,,,
/RETURN/RETURNDATA/IRS990/GAMINGACTIVITIESIND,,,,,,,,,,,,,,,,,,,,X 157856,X 271432,X 234093,X 641747,X 304689,X 118872,X 702809
/RETURN/RETURNDATA/IRS990/GAMINGACTIVITIESIND/@REFERENCEDOCUMENTID,,,,,,,,,,,,,,,,,,,,X 51448,X 61884,X 83828,X 171857,X 110037,X 43270,X 175041
/RETURN/RETURNDATA/IRS990/GAMINGACTIVITIESIND/@REFERENCEDOCUMENTNAME,,,,,,,,,,,,,,,,,,,,,X 2028,X 510,X 3055,X 729,,X 3977
/RETURN/RETURNDATA/IRS990/GAMINGACTIVITIESIND/#TEXT,,,,,,,,,,,,,,,,,,,,X 51448,X 61884,X 83828,X 172051,X 110122,X 43270,X 175402
/RETURN/RETURNDATA/IRS990/GAMINGDIRECTEXPENSES,X 1,X 6,X 279,X 309,X 70,X 656,X 2228,X 3453,X 48,X 505,X 11183,X 202,X 3,X 3363,X 7750,X 13274,X 1397,X 3015,X 117,,,,,,,
/RETURN/RETURNDATA/IRS990/GAMINGDIRECTEXPENSESAMT,,,,,,,,,,,,,,,,,,,,X 8768,X 15132,X 12096,X 36133,X 16402,X 5541,X 41501
/RETURN/RETURNDATA/IRS990/GAMINGGROSSINCOMEAMT,,,,,,,,,,,,,,,,,,,,X 8780,X 16460,X 12972,X 38335,X 17575,X 6191,X 43732
/RETURN/RETURNDATA/IRS990/GAMING/@REFERENCEDOCUMENTID,X 1,X 19,X 84,X 333,X 140,X 3906,X 9351,X 6727,X 342,X 4097,X 28405,X 1176,X 3,X 18875,X 28666,X 88661,X 1295,X 23075,X 676,,,,,,,
/RETURN/RETURNDATA/IRS990/GAMING/@REFERENCEDOCUMENTNAME,,,,,,,X 335,,,,X 908,,,,X 1753,,,,,,,,,,,
/RETURN/RETURNDATA/IRS990/GAMING/#TEXT,X 1,X 19,X 84,X 333,X 140,X 3906,X 9351,X 6727,X 342,X 4097,X 28405,X 1176,X 3,X 18875,X 28666,X 88661,X 1295,X 23075,X 676,,,,,,,
/RETURN/RETURNDATA/IRS990/GOVERNINGBODYVOTINGMEMBERSCNT,,,,,,,,,,,,,,,,,,,,X 209304,X 333316,X 317921,X 813798,X 414811,X 162142,X 878211
/RETURN/RETURNDATA/IRS990/GOVERNMENTGRANTS,X 9,X 32,X 1162,X 1366,X 1158,X 10067,X 16510,X 30325,X 462,X 5995,X 75508,X 1494,,X 38040,X 46742,X 99615,X 6025,X 29414,X 1058,,,,,,,
/RETURN/RETURNDATA/IRS990/GOVERNMENTGRANTSAMT,,,,,,,,,,,,,,,,,,,,X 56000,X 75492,X 116599,X 193897,X 152154,X 30916,X 212720
/RETURN/RETURNDATA/IRS990/GRANTAMT,,,,,,,,,,,,,,,,,,,,X 59740,X 53216,X 88320,X 172764,X 115697,X 24019,X 198204
/RETURN/RETURNDATA/IRS990/GRANTS,X 5,X 10,X 962,X 744,X 591,X 7019,X 10938,X 23025,X 226,X 4913,X 52824,X 2323,,X 27026,X 31245,X 90086,X 3209,X 19247,X 881,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSANDSIMILARAMNTSCY,X 17,X 87,X 1865,X 3484,X 2984,X 25369,X 62199,X 87937,X 1286,X 14969,X 265265,X 6362,X 3,X 102497,X 154947,X 351579,X 25688,X 84300,X 3242,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSANDSIMILARAMNTSPRIORYEAR,X 8,X 20,X 1155,X 873,X 847,X 9661,X 22663,X 72481,X 242,X 7932,X 152899,X 5275,X 3,X 69724,X 46036,X 284577,X 5704,X 29898,X 1927,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSPAYABLE/BOY,X 2,X 3,X 642,X 260,X 113,X 1070,X 1842,X 4787,X 34,X 667,X 12431,X 4861,,X 14170,X 9335,X 22942,X 435,X 16014,X 317,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSPAYABLE/EOY,X 2,X 4,X 567,X 268,X 101,X 1057,X 1774,X 4613,X 36,X 701,X 12228,X 4867,,X 14230,X 8809,X 23135,X 438,X 16044,X 320,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSPAYABLEGRP/BOYAMT,,,,,,,,,,,,,,,,,,,,X 11976,X 22492,X 31975,X 53037,X 41299,X 2476,X 64407
/RETURN/RETURNDATA/IRS990/GRANTSPAYABLEGRP/EOYAMT,,,,,,,,,,,,,,,,,,,,X 11940,X 22588,X 31832,X 53066,X 41510,X 2572,X 64373
/RETURN/RETURNDATA/IRS990/GRANTSTODOMESTICINDIVIDUALSGRP/PROGRAMSERVICESAMT,,,,,,,,,,,,,,,,,,,,X 30528,X 35076,X 55444,X 98640,X 71668,X 15897,X 109071
/RETURN/RETURNDATA/IRS990/GRANTSTODOMESTICINDIVIDUALSGRP/TOTALAMT,,,,,,,,,,,,,,,,,,,,X 34868,X 149064,X 119217,X 275378,X 153008,X 160120,X 186813
/RETURN/RETURNDATA/IRS990/GRANTSTODOMESTICINDIVIDUALS/PROGRAMSERVICES,X 5,X 11,X 774,X 660,X 471,X 4734,X 7416,X 14918,X 148,X 2849,X 34749,X 1093,,X 17435,X 23663,X 48323,X 2674,X 11735,X 484,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSTODOMESTICINDIVIDUALS/TOTAL,X 5,X 11,X 803,X 1253,X 1004,X 9879,X 31232,X 21663,X 160,X 7450,X 84006,X 5094,,X 45557,X 109338,X 64449,X 23655,X 22576,X 1122,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSTODOMESTICORGSGRP/PROGRAMSERVICESAMT,,,,,,,,,,,,,,,,,,,,X 44948,X 48332,X 62505,X 144757,X 83060,X 26082,X 161061
/RETURN/RETURNDATA/IRS990/GRANTSTODOMESTICORGSGRP/TOTALAMT,,,,,,,,,,,,,,,,,,,,X 52884,X 156008,X 125358,X 316786,X 163045,X 161249,X 241697
/RETURN/RETURNDATA/IRS990/GRANTSTODOMESTICORGS/PROGRAMSERVICES,X 3,X 11,X 749,X 625,X 433,X 5061,X 9477,X 18218,X 142,X 3333,X 46103,X 1700,X 3,X 20601,X 28157,X 65729,X 3045,X 14227,X 614,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSTODOMESTICORGS/TOTAL,X 3,X 11,X 803,X 1224,X 1030,X 10063,X 32568,X 25330,X 154,X 7578,X 95063,X 5095,X 3,X 47768,X 110681,X 83349,X 23649,X 24253,X 1229,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSTOINDIVIDUALS,X 13,X 71,X 1518,X 3131,X 2257,X 17440,X 51855,X 64347,X 1052,X 10440,X 213537,X 4504,X 3,X 72124,X 129852,X 260930,X 24322,X 65201,X 2531,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSTOINDIVIDUALSIND,,,,,,,,,,,,,,,,,,,,X 155280,X 286192,X 235829,X 662739,X 309080,X 134430,X 713854
/RETURN/RETURNDATA/IRS990/GRANTSTOINDIVIDUALSIND/@REFERENCEDOCUMENTID,,,,,,,,,,,,,,,,,,,,X 54024,X 47124,X 82092,X 150865,X 105646,X 27712,X 163996
/RETURN/RETURNDATA/IRS990/GRANTSTOINDIVIDUALSIND/@REFERENCEDOCUMENTNAME,,,,,,,,,,,,,,,,,,,,,X 4292,X 2297,X 6880,X 2998,,X 8899
/RETURN/RETURNDATA/IRS990/GRANTSTOINDIVIDUALSIND/#TEXT,,,,,,,,,,,,,,,,,,,,X 54024,X 47124,X 82092,X 151059,X 105731,X 27712,X 164357
/RETURN/RETURNDATA/IRS990/GRANTSTOINDIVIDUALS/@REFERENCEDOCUMENTID,X 4,X 16,X 347,X 353,X 727,X 7929,X 10344,X 23590,X 234,X 4529,X 51728,X 1858,,X 30373,X 25095,X 90649,X 1366,X 19099,X 711,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSTOINDIVIDUALS/@REFERENCEDOCUMENTNAME,,,,,,,X 1157,,,,X 2627,,,,X 4648,,,,X 15,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSTOINDIVIDUALS/#TEXT,X 4,X 16,X 347,X 353,X 727,X 7929,X 10344,X 23590,X 234,X 4529,X 51728,X 1858,,X 30373,X 25095,X 90649,X 1366,X 19099,X 711,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSTOORGANIZATIONS,X 14,X 71,X 1610,X 3128,X 2287,X 17440,X 51559,X 64358,X 1052,X 10440,X 211881,X 4448,X 3,X 72124,X 129294,X 259977,X 23812,X 65201,X 2522,,,,,,,
/RETURN/RETURNDATA/IRS990/GRANTSTOORGANIZATIONSIND,,,,,,,,,,,,,,,,,,,,X 155300,X 282976,X 235798,X 659010,X 308972,X 134430,X 709286
/RETURN/RETURNDATA/IRS990/GRANTSTOORGANIZATIONSIND/@REFERENCEDOCUMENTID,,,,,,,,,,,,,,,,,,,,X 54004,X 50340,X 82123,X 154594,X 105754,X 27712,X 168564
